date,price
Nov 2013,3695
Dec 2013,2712
Jan 2014,2383
Feb 2014,1116
Mar 2014,3575
Apr 2014,1318
May 2014,11330
Jun 2014,6561
Jul 2014,6775
Aug 2014,6318
Sep 2014,8302
Oct 2014,2353
